matchName,name,tAmount,seatFill,tCapacity,winAmount,cPublishTime,profit,created,matchPTime,realMTime
Sydney Thunder Women vs Adelaide Strikers Women,Grab The Piece,10.0,257,750,2900.0,2019-11-18 14:55:40,-330.0,2019-11-18 14:55:40,2019-10-30 21:57:00,2019-11-20 09:30:00
Sydney Thunder Women vs Adelaide Strikers Women,Mini Mania I,33.0,55,55,1615.0,2019-11-19 16:00:06,200.0,2019-11-19 03:06:14,2019-10-30 21:57:00,2019-11-20 09:30:00
Sydney Thunder Women vs Adelaide Strikers Women,Mini Mega,20.0,319,400,6950.0,2019-11-18 14:55:33,-570.0,2019-11-18 14:55:33,2019-10-30 21:57:00,2019-11-20 09:30:00
Sydney Thunder Women vs Adelaide Strikers Women,Limit Guild,50.0,20,20,855.0,2019-11-19 12:00:02,145.0,2019-11-19 03:05:56,2019-10-30 21:57:00,2019-11-20 09:30:00
Sydney Thunder Women vs Adelaide Strikers Women,Empire Guild,39.0,80,80,2700.0,2019-11-19 10:00:01,420.0,2019-11-19 03:05:41,2019-10-30 21:57:00,2019-11-20 09:30:00
Sydney Thunder Women vs Adelaide Strikers Women,Boundary Hawl,49.0,60,60,2280.0,2019-11-19 10:00:00,660.0,2019-11-19 03:05:21,2019-10-30 21:57:00,2019-11-20 09:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,MidOn,40.0,100,100,3920.0,2019-11-19 10:00:01,80.0,2019-11-19 03:09:43,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Grab The Piece,10.0,235,750,2900.0,2019-11-18 14:56:05,-550.0,2019-11-18 14:56:05,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Over Hawl,27.0,40,40,870.0,2019-11-20 10:00:04,210.0,2019-11-20 04:49:52,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Mini Mega,20.0,283,400,6950.0,2019-11-18 14:56:00,-1290.0,2019-11-18 14:56:00,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Limit Guild,50.0,20,20,855.0,2019-11-19 20:00:02,145.0,2019-11-19 03:12:34,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Over Hawl,27.0,40,40,870.0,2019-11-19 18:00:01,210.0,2019-11-19 03:11:08,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Pie Mania,22.0,66,66,1220.0,2019-11-19 22:00:04,232.0,2019-11-19 03:12:54,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Surprise Drive!!,17.0,70,70,1005.0,2019-11-19 16:00:09,185.0,2019-11-19 03:10:40,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Empire Guild,39.0,80,80,2700.0,2019-11-19 16:00:06,420.0,2019-11-19 03:10:19,2019-10-30 21:57:00,2019-11-20 12:30:00
Sydney Sixers Women vs Hobart Hurricanes Women,Oreo Shot,50.0,35,35,1625.0,2019-11-19 12:00:03,125.0,2019-11-19 03:09:55,2019-10-30 21:57:00,2019-11-20 12:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Mini Mania I,33.0,55,55,1615.0,2019-11-19 22:00:07,200.0,2019-11-19 03:15:20,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Extra Cover Mini,32.0,100,100,3005.0,2019-11-18 14:56:42,195.0,2019-11-18 14:56:42,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Pie Mania,22.0,66,66,1220.0,2019-11-20 19:00:34,232.0,2019-11-20 19:00:34,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Boundary Hawl,49.0,60,60,2280.0,2019-11-19 23:30:15,660.0,2019-11-19 23:30:15,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Over Hawl,27.0,40,40,870.0,2019-11-19 20:00:00,210.0,2019-11-19 03:14:57,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Grab The Piece,10.0,369,750,2900.0,2019-11-18 14:56:27,790.0,2019-11-18 14:56:27,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Limit Guild,50.0,20,20,855.0,2019-11-19 18:00:09,145.0,2019-11-19 03:14:43,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Long On,37.0,30,30,950.0,2019-11-19 16:00:02,160.0,2019-11-19 03:14:29,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Pie Mania,22.0,66,66,1220.0,2019-11-19 12:00:09,232.0,2019-11-19 03:14:11,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Rocking Fantasy,12.0,75,75,890.0,2019-11-19 10:00:09,10.0,2019-11-19 03:13:59,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Empire Guild,39.0,80,80,2700.0,2019-11-20 16:00:26,420.0,2019-11-20 04:52:43,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Blaster's Choice,19.0,45,45,775.0,2019-11-20 12:00:11,80.0,2019-11-20 04:52:25,2019-10-30 21:57:00,2019-11-20 21:30:00
Nelson Mandela Bay Giants vs Cape Town Blitz,Pie Mania,22.0,66,66,1220.0,2019-11-20 10:00:06,232.0,2019-11-20 04:52:10,2019-10-30 21:57:00,2019-11-20 21:30:00
New Zealand vs England ,Surprise Drive!!,17.0,70,70,1005.0,2019-11-20 19:01:00,185.0,2019-11-20 19:01:00,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Mega Contest,20.0,279,600,9525.0,2019-11-20 00:26:48,-3945.0,2019-11-20 00:26:48,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Mini Mania I,33.0,55,55,1615.0,2019-11-20 16:00:03,200.0,2019-11-20 04:55:02,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Over Hawl,27.0,40,40,870.0,2019-11-20 16:00:07,210.0,2019-11-20 04:54:43,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Limit Guild,50.0,20,20,855.0,2019-11-20 12:00:15,145.0,2019-11-20 04:54:27,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Long On,37.0,30,30,950.0,2019-11-20 12:00:04,160.0,2019-11-20 04:54:15,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Rocking Fantasy,12.0,75,75,890.0,2019-11-20 12:00:00,10.0,2019-11-20 04:54:04,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Pie Mania,22.0,66,66,1220.0,2019-11-20 10:00:06,232.0,2019-11-20 04:53:49,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Extra Cover Mini,32.0,100,100,3005.0,2019-11-20 10:00:08,195.0,2019-11-20 04:53:20,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Rocking Fantasy,12.0,75,75,890.0,2019-11-20 22:00:00,10.0,2019-11-20 04:56:08,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Oreo Shot,50.0,35,35,1625.0,2019-11-20 20:00:06,125.0,2019-11-20 04:55:59,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Rocking Fantasy,12.0,75,75,890.0,2019-11-20 20:00:04,10.0,2019-11-20 04:55:46,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Grab The Piece,10.0,196,750,2900.0,2019-11-20 00:26:53,-940.0,2019-11-20 00:26:53,2019-10-30 21:57:00,2019-11-21 04:00:00
New Zealand vs England ,Blaster's Choice,19.0,45,45,775.0,2019-11-20 18:00:02,80.0,2019-11-20 04:55:15,2019-10-30 21:57:00,2019-11-21 04:00:00
Australia vs Pakistan,Mini Mania,41.0,20,20,610.0,2019-11-20 18:00:00,210.0,2019-11-20 04:58:23,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Blaster's Choice,19.0,45,45,775.0,2019-11-20 16:00:06,80.0,2019-11-20 04:58:09,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Mini Mania I,33.0,55,55,1615.0,2019-11-20 16:00:00,200.0,2019-11-20 04:57:55,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Surprise Drive!!,17.0,70,70,1005.0,2019-11-20 12:00:10,185.0,2019-11-20 04:57:32,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Empire Guild,39.0,80,80,2700.0,2019-11-20 12:00:05,420.0,2019-11-20 04:57:09,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Oreo Shot,50.0,35,35,1625.0,2019-11-20 10:00:02,125.0,2019-11-20 04:56:55,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,MidOn,40.0,100,100,3920.0,2019-11-20 10:00:05,80.0,2019-11-20 04:56:41,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Rocking Fantasy,12.0,75,75,890.0,2019-11-20 22:00:04,10.0,2019-11-20 04:59:17,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Grab The Piece,10.0,192,750,2900.0,2019-11-20 00:27:23,-980.0,2019-11-20 00:27:23,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Long On,37.0,28,30,950.0,2019-11-20 20:00:03,86.0,2019-11-20 04:59:04,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Mega Contest,20.0,279,600,9525.0,2019-11-20 00:27:18,-3945.0,2019-11-20 00:27:18,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Limit Guild,50.0,20,20,855.0,2019-11-20 20:00:00,145.0,2019-11-20 04:58:52,2019-10-30 21:57:00,2019-11-21 06:00:00
Australia vs Pakistan,Over Hawl,27.0,39,40,870.0,2019-11-20 18:00:03,183.0,2019-11-20 04:58:38,2019-10-30 21:57:00,2019-11-21 06:00:00
India vs Bangladesh,Royal Battle,90.0,99,99,8200.0,2019-11-21 10:00:00,710.0,2019-11-21 05:07:39,2019-10-30 21:57:00,2019-11-22 13:30:00
India vs Bangladesh,Grab The Piece,10.0,434,750,2900.0,2019-11-20 17:21:49,1440.0,2019-11-20 17:21:49,2019-10-30 21:57:00,2019-11-22 13:30:00
India vs Bangladesh,Mega Contest,20.0,483,600,9525.0,2019-11-20 17:21:43,135.0,2019-11-20 17:21:43,2019-10-30 21:57:00,2019-11-22 13:30:00
Melbourne Renegades Women vs Melbourne Stars Women,Blaster's Choice,19.0,45,45,775.0,2019-11-22 22:00:00,80.0,2019-11-22 05:19:43,2019-10-30 21:57:00,2019-11-23 09:00:00
Melbourne Renegades Women vs Melbourne Stars Women,Grab The Piece,10.0,217,750,2900.0,2019-11-21 23:08:19,-730.0,2019-11-21 23:08:19,2019-10-30 21:57:00,2019-11-23 09:00:00
Melbourne Renegades Women vs Melbourne Stars Women,Surprise Drive!!,17.0,70,70,1005.0,2019-11-22 20:00:00,185.0,2019-11-22 05:19:24,2019-10-30 21:57:00,2019-11-23 09:00:00
Melbourne Renegades Women vs Melbourne Stars Women,Mini Mega,20.0,235,350,5750.0,2019-11-21 23:08:14,-1050.0,2019-11-21 23:08:14,2019-10-30 21:57:00,2019-11-23 09:00:00
Melbourne Renegades Women vs Melbourne Stars Women,Oreo Shot,50.0,35,35,1625.0,2019-11-22 18:00:00,125.0,2019-11-22 05:19:08,2019-10-30 21:57:00,2019-11-23 09:00:00
Melbourne Renegades Women vs Melbourne Stars Women,Empire Guild,39.0,80,80,2700.0,2019-11-22 16:00:03,420.0,2019-11-22 05:18:53,2019-10-30 21:57:00,2019-11-23 09:00:00
Melbourne Renegades Women vs Melbourne Stars Women,Mini Mania I,33.0,55,55,1615.0,2019-11-22 12:00:00,200.0,2019-11-22 05:18:03,2019-10-30 21:57:00,2019-11-23 09:00:00
Melbourne Renegades Women vs Melbourne Stars Women,Long On,37.0,30,30,950.0,2019-11-22 10:00:00,160.0,2019-11-22 06:21:36,2019-10-30 21:57:00,2019-11-23 09:00:00
Hobart Hurricanes Women vs Adelaide Strikers Women,Rocking Fantasy,12.0,75,75,890.0,2019-11-22 22:00:00,10.0,2019-11-22 05:28:52,2019-10-30 21:57:00,2019-11-23 14:10:00
Hobart Hurricanes Women vs Adelaide Strikers Women,Extra Cover Mini,32.0,100,100,3005.0,2019-11-22 20:00:00,195.0,2019-11-22 05:28:39,2019-10-30 21:57:00,2019-11-23 14:10:00
Hobart Hurricanes Women vs Adelaide Strikers Women,Blaster's Choice,19.0,45,45,775.0,2019-11-22 16:00:00,80.0,2019-11-22 05:28:28,2019-10-30 21:57:00,2019-11-23 14:10:00
Hobart Hurricanes Women vs Adelaide Strikers Women,Empire Guild,39.0,80,80,2700.0,2019-11-22 12:00:06,420.0,2019-11-22 05:27:51,2019-10-30 21:57:00,2019-11-23 14:10:00
Hobart Hurricanes Women vs Adelaide Strikers Women,Over Hawl,27.0,40,40,870.0,2019-11-22 10:00:00,210.0,2019-11-22 05:27:06,2019-10-30 21:57:00,2019-11-23 14:10:00
Hobart Hurricanes Women vs Adelaide Strikers Women,Grab The Piece,10.0,258,750,2900.0,2019-11-21 23:09:53,-320.0,2019-11-21 23:09:53,2019-10-30 21:57:00,2019-11-23 14:10:00
Hobart Hurricanes Women vs Adelaide Strikers Women,Mini Mega,20.0,262,350,5750.0,2019-11-21 23:09:47,-510.0,2019-11-21 23:09:47,2019-10-30 21:57:00,2019-11-23 14:10:00
Nelson Mandela Bay Giants vs Durban Heat,Boundary Hawl,49.0,60,60,2280.0,2019-11-22 20:00:00,660.0,2019-11-22 05:31:04,2019-10-30 21:57:00,2019-11-23 16:30:00
Nelson Mandela Bay Giants vs Durban Heat,Limit Guild,50.0,20,20,855.0,2019-11-22 18:00:00,145.0,2019-11-22 05:30:41,2019-10-30 21:57:00,2019-11-23 16:30:00
Nelson Mandela Bay Giants vs Durban Heat,Grab The Piece,10.0,276,750,2900.0,2019-11-21 23:10:49,-140.0,2019-11-21 23:10:49,2019-10-30 21:57:00,2019-11-23 16:30:00
Nelson Mandela Bay Giants vs Durban Heat,Long On,37.0,30,30,950.0,2019-11-22 16:00:06,160.0,2019-11-22 05:30:02,2019-10-30 21:57:00,2019-11-23 16:30:00
Nelson Mandela Bay Giants vs Durban Heat,Pie Mania,22.0,66,66,1220.0,2019-11-22 12:00:00,232.0,2019-11-22 05:29:35,2019-10-30 21:57:00,2019-11-23 16:30:00
Nelson Mandela Bay Giants vs Durban Heat,Mini Mania I,33.0,55,55,1615.0,2019-11-22 10:00:00,200.0,2019-11-22 05:29:14,2019-10-30 21:57:00,2019-11-23 16:30:00
Perth Scorchers Women vs Sydney Sixers Women,Limit Guild,50.0,20,20,855.0,2019-11-23 12:00:10,145.0,2019-11-23 06:04:31,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Rocking Fantasy,12.0,75,75,890.0,2019-11-23 12:00:04,10.0,2019-11-23 06:04:16,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Pie Mania,22.0,66,66,1220.0,2019-11-23 10:00:01,232.0,2019-11-23 06:04:03,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Boundary Hawl,49.0,60,60,2280.0,2019-11-23 10:00:00,660.0,2019-11-23 06:03:51,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Grab The Piece,10.0,248,750,2900.0,2019-11-22 05:16:51,-420.0,2019-11-22 05:16:51,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Over Hawl,27.0,40,40,870.0,2019-11-23 18:00:10,210.0,2019-11-23 06:06:23,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Mini Mega,20.0,247,350,5750.0,2019-11-22 05:16:45,-810.0,2019-11-22 05:16:45,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Blaster's Choice,19.0,45,45,775.0,2019-11-23 22:00:04,80.0,2019-11-23 06:05:51,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Surprise Drive!!,17.0,70,70,1005.0,2019-11-23 20:00:00,185.0,2019-11-23 06:05:33,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,MidOn,40.0,100,100,3920.0,2019-11-23 16:00:06,80.0,2019-11-23 06:05:01,2019-10-30 21:57:00,2019-11-24 08:00:00
Perth Scorchers Women vs Sydney Sixers Women,Mini Mania,41.0,20,20,610.0,2019-11-23 16:00:01,210.0,2019-11-23 06:04:45,2019-10-30 21:57:00,2019-11-24 08:00:00
Cape Town Blitz vs Paarl Rocks,Grab The Piece,10.0,37,750,2900.0,2019-11-22 20:06:16,-2530.0,2019-11-22 20:06:16,2019-10-30 21:57:00,2019-11-24 14:00:00
Sydney Thunder Women vs Melbourne Stars Women,Blaster's Choice,19.0,45,45,775.0,2019-11-26 10:00:02,80.0,2019-11-26 04:53:20,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Extra Cover Mini,32.0,100,100,3005.0,2019-11-25 10:00:05,195.0,2019-11-25 02:27:15,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Grab The Piece,10.0,383,750,2900.0,2019-11-24 18:54:55,930.0,2019-11-24 18:54:55,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Surprise Drive!!,17.0,70,70,1005.0,2019-11-26 20:00:02,185.0,2019-11-26 04:52:45,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Mini Mania I,33.0,55,55,1615.0,2019-11-26 20:00:00,200.0,2019-11-26 04:52:21,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Empire Guild,39.0,80,80,2700.0,2019-11-26 18:00:08,420.0,2019-11-26 04:52:04,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Limit Guild,50.0,20,20,855.0,2019-11-26 16:00:04,145.0,2019-11-26 04:50:19,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Over Hawl,27.0,40,40,870.0,2019-11-26 18:00:01,210.0,2019-11-26 04:50:45,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Long On,37.0,30,30,950.0,2019-11-26 12:00:02,160.0,2019-11-26 04:50:04,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Rocking Fantasy,12.0,75,75,890.0,2019-11-26 16:00:10,10.0,2019-11-26 04:50:31,2019-10-30 21:57:01,2019-11-27 09:30:00
Sydney Thunder Women vs Melbourne Stars Women,Pie Mania,22.0,66,66,1220.0,2019-11-26 12:00:00,232.0,2019-11-26 04:49:32,2019-10-30 21:57:01,2019-11-27 09:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Over Hawl,27.0,40,40,870.0,2019-11-26 16:00:05,210.0,2019-11-26 04:55:21,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Surprise Drive!!,17.0,70,70,1005.0,2019-11-26 12:00:02,185.0,2019-11-26 04:54:47,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Boundary Hawl,49.0,60,60,2280.0,2019-11-26 12:00:01,660.0,2019-11-26 04:54:24,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Mini Mania I,33.0,55,55,1615.0,2019-11-26 10:00:04,200.0,2019-11-26 04:53:51,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Extra Cover Mini,32.0,100,100,3005.0,2019-11-25 10:00:03,195.0,2019-11-25 02:27:45,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Grab The Piece,10.0,451,750,2900.0,2019-11-24 18:55:33,1610.0,2019-11-24 18:55:33,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Blaster's Choice,19.0,45,45,775.0,2019-11-26 22:00:00,80.0,2019-11-26 04:56:53,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Pie Mania,22.0,66,66,1220.0,2019-11-26 20:00:02,232.0,2019-11-26 04:56:16,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Rocking Fantasy,12.0,75,75,890.0,2019-11-26 20:00:00,10.0,2019-11-26 04:56:01,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Long On,37.0,30,30,950.0,2019-11-27 12:00:00,160.0,2019-11-27 03:29:07,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Long On,37.0,30,30,950.0,2019-11-26 18:00:05,160.0,2019-11-26 04:55:48,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Boundary Hawl,49.0,60,60,2280.0,2019-11-27 10:00:00,660.0,2019-11-27 03:28:56,2019-10-30 21:57:01,2019-11-27 21:30:00
Nelson Mandela Bay Giants vs Paarl Rocks,Limit Guild,50.0,20,20,855.0,2019-11-26 16:00:02,145.0,2019-11-26 04:55:35,2019-10-30 21:57:01,2019-11-27 21:30:00
Cape Town Blitz vs Durban Heat,Empire Guild,39.0,80,80,2700.0,2019-11-28 16:00:00,420.0,2019-11-28 03:38:44,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Boundary Hawl,49.0,60,60,2280.0,2019-11-27 22:00:00,660.0,2019-11-27 03:32:30,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Blaster's Choice,19.0,45,45,775.0,2019-11-28 10:00:00,80.0,2019-11-28 03:38:14,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Rocking Fantasy,12.0,75,75,890.0,2019-11-27 20:00:07,10.0,2019-11-27 03:31:25,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Mini Mania,41.0,20,20,610.0,2019-11-28 12:00:00,210.0,2019-11-28 03:37:38,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Empire Guild,39.0,80,80,2700.0,2019-11-27 18:00:00,420.0,2019-11-27 03:30:52,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Long On,37.0,30,30,950.0,2019-11-28 10:00:00,160.0,2019-11-28 03:37:25,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Mini Mania,41.0,20,20,610.0,2019-11-27 16:00:04,210.0,2019-11-27 03:30:35,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Grab The Piece,10.0,418,750,2900.0,2019-11-26 09:50:26,1280.0,2019-11-26 09:50:26,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Long On,37.0,30,30,950.0,2019-11-27 20:00:00,160.0,2019-11-27 19:13:03,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Over Hawl,27.0,40,40,870.0,2019-11-27 16:00:04,210.0,2019-11-27 03:30:24,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Extra Cover Mini,32.0,100,100,3005.0,2019-11-27 12:00:00,195.0,2019-11-27 03:30:03,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Long On,37.0,30,30,950.0,2019-11-27 10:00:00,160.0,2019-11-27 03:29:48,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Limit Guild,50.0,20,20,855.0,2019-11-27 10:00:00,145.0,2019-11-27 03:29:38,2019-10-30 21:57:01,2019-11-28 21:30:00
Cape Town Blitz vs Durban Heat,Mini Mania I,33.0,55,55,1615.0,2019-11-28 18:56:11,200.0,2019-11-28 18:56:11,2019-10-30 21:57:01,2019-11-28 21:30:00
New Zealand vs England ,Mini Mega,20.0,400,400,6950.0,2019-11-26 20:32:20,1050.0,2019-11-26 20:32:20,2019-10-30 21:57:01,2019-11-29 04:00:00
New Zealand vs England ,Grab The Piece,10.0,328,750,2900.0,2019-11-26 20:31:58,380.0,2019-11-26 20:31:58,2019-10-30 21:57:01,2019-11-29 04:00:00
New Zealand vs England ,Royal Battle,90.0,99,99,8200.0,2019-11-28 10:00:00,710.0,2019-11-28 03:39:07,2019-10-30 21:57:01,2019-11-29 04:00:00
Australia vs Pakistan,Grab The Piece,10.0,348,750,2900.0,2019-11-26 21:04:52,580.0,2019-11-26 21:04:52,2019-10-30 21:57:01,2019-11-29 09:30:00
Australia vs Pakistan,Mini Mega,20.0,463,500,8400.0,2019-11-26 21:04:42,860.0,2019-11-26 21:04:42,2019-10-30 21:57:01,2019-11-29 09:30:00
Australia vs Pakistan,Royal Battle,90.0,99,99,8200.0,2019-11-28 10:00:00,710.0,2019-11-28 03:39:27,2019-10-30 21:57:01,2019-11-29 09:30:00
Sydney Sixers Women vs Adelaide Strikers Women,Rocking Fantasy,12.0,75,75,890.0,2019-11-29 20:00:00,10.0,2019-11-29 01:59:22,2019-10-30 21:57:01,2019-11-30 09:00:00
Sydney Sixers Women vs Adelaide Strikers Women,MidOn,40.0,100,100,3920.0,2019-11-29 18:00:00,80.0,2019-11-29 01:59:11,2019-10-30 21:57:01,2019-11-30 09:00:00
Sydney Sixers Women vs Adelaide Strikers Women,Empire Guild,39.0,80,80,2700.0,2019-11-29 18:00:00,420.0,2019-11-29 01:58:56,2019-10-30 21:57:01,2019-11-30 09:00:00
Sydney Sixers Women vs Adelaide Strikers Women,Over Hawl,27.0,40,40,870.0,2019-11-29 16:00:00,210.0,2019-11-29 01:58:41,2019-10-30 21:57:01,2019-11-30 09:00:00
Sydney Sixers Women vs Adelaide Strikers Women,Mini Mania I,33.0,55,55,1615.0,2019-11-29 16:00:00,200.0,2019-11-29 01:58:23,2019-10-30 21:57:01,2019-11-30 09:00:00
Sydney Sixers Women vs Adelaide Strikers Women,Extra Cover Mini,32.0,100,100,3005.0,2019-11-29 12:00:00,195.0,2019-11-29 01:58:05,2019-10-30 21:57:01,2019-11-30 09:00:00
Sydney Sixers Women vs Adelaide Strikers Women,Long On,37.0,30,30,950.0,2019-11-29 10:00:00,160.0,2019-11-29 01:43:34,2019-10-30 21:57:01,2019-11-30 09:00:00
